,Alignment,Character,Combat,Durability,Full_name,Gender,IQ,Intelligence,Level,Omnipotent,Power,Speed,Speed_velocity,Strength,Strength_force,Tier,Universe
8667,,Aku,75,100,,,165,85,5,0,100,80,299792458,100,1000000000,4,Samurai Jack
8668,,Aku,75,100,,,165,85,5,0,100,80,299792458,100,1000000000,4,Samurai Jack
8669,,Aku,75,100,,,165,85,5,0,100,80,299792458,100,1000000000,4,Samurai Jack
8670,Good,Captain Universe,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,Earth-616
8671,Good,Captain Universe,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,Earth-616
8672,Good,Captain America,80,25,,Male,130,65,2,0,25,25,400,25,20000,1,MCU
8673,Good,Captain America,80,25,,Male,130,65,2,0,25,25,400,25,20000,1,MCU
8674,Good,Captain America,80,25,,Male,130,65,2,0,25,25,400,25,20000,1,MCU
8675,Bad,Aro,70,30,,Male,170,85,2,0,50,35,4000,35,160000,2,Twilight
8676,Bad,Aro,70,30,,Male,170,85,2,0,50,35,4000,35,160000,2,Twilight
8677,Bad,Aro,70,30,,Male,170,85,2,0,50,35,4000,35,160000,2,Twilight
8678,Good,Akiza Izinski,80,1,,-,160,80,2,0,60,1,1,1,20,1,Yu-Gi-Oh!
8679,Good,Akiza Izinski,80,1,,-,160,80,2,0,60,1,1,1,20,1,Yu-Gi-Oh!
8680,Good,Akiza Izinski,80,1,,-,160,80,2,0,60,1,1,1,20,1,Yu-Gi-Oh!
8681,Good,Byakuya kuchiki,90,40,,Male,150,75,3,0,70,50,200000,55,1100000,3,Bleach
8682,Good,Byakuya kuchiki,90,40,,Male,150,75,3,0,70,50,200000,55,1100000,3,Bleach
8683,Good,Byakuya kuchiki,90,40,,Male,150,75,3,0,70,50,200000,55,1100000,3,Bleach
8684,Bad,Agatha Harkness,65,35,,Female,140,70,3,0,70,25,50,40,240000,3,MCU
8685,Bad,Agatha Harkness,65,35,,Female,140,70,3,0,70,25,50,40,240000,3,MCU
8686,Bad,Agatha Harkness,65,35,,Female,140,70,3,0,70,25,50,40,240000,3,MCU
8687,Good,Aquaman,80,30,,Male,130,65,2,0,45,25,400,50,700000,3,DCEU
8688,Good,Aquaman,80,30,,Male,130,65,2,0,45,25,400,50,700000,3,DCEU
8689,Good,Armin Arlert,60,10,Armin Arlert,Male,140,70,2,0,40,10,18,1,100,1,
8690,Good,Armin Arlert,60,10,Armin Arlert,Male,140,70,2,0,40,10,18,1,100,1,
8691,Good,Armin Arlert,60,10,Armin Arlert,Male,140,70,2,0,40,10,18,1,100,1,
8692,Good,Bard,25,60,,Male,180,90,3,0,80,80,300000000,25,30000,4,League Of Legends
8693,Good,Bard,25,60,,Male,180,90,4,0,90,80,300000000,25,30000,4,League Of Legends
8694,Good,Abnermal,19,10,,Female,89,45,2,0,55,75,100000000,1,80,2,PFU
8695,Good,Abnermal,19,10,,Female,89,45,2,0,55,75,100000000,1,80,2,PFU
8696,Bad,Abomination,75,95,Emil Blonsky,Male,160,80,4,0,80,100,1000000000,100,1000000000,6,Earth-616
8697,Bad,Abomination,75,95,Emil Blonsky,Male,160,80,4,0,80,100,1000000000,100,1000000000,6,Earth-616
8698,Good,Britannia,45,13,,Female,120,60,1,0,50,1,8,1,140,2,Earth-616
8699,Good,Britannia,45,13,,Female,120,60,1,0,50,1,8,1,140,2,Earth-616
8700,Good,Britannia,45,13,,Female,120,60,1,0,50,1,8,1,140,2,Earth-616
8701,,"Akka, Worm Of Secrets",80,100,,,200,100,6,0,100,100,1000000000,100,1000000000,7,Destiny
8702,,"Akka, Worm Of Secrets",80,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,Destiny
8703,,Byatis,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,
8704,,Byatis,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,
8705,,Byatis,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,
8706,,Billy Demon,25,25,,,110,55,2,0,65,20,36,30,80000,2,G-Manverse
8707,,Billy Demon,25,25,,,110,55,2,0,65,20,36,30,80000,2,G-Manverse
8708,,Billy Demon,25,25,,,110,55,2,0,65,20,36,30,80000,2,G-Manverse
8709,Bad,Agatha Harkness,40,50,,Female,150,75,6,0,100,50,10000,30,100000,6,Earth-616
8710,Bad,Agatha Harkness,40,50,,Female,150,75,6,0,100,50,10000,30,100000,6,Earth-616
8711,Bad,Agatha Harkness,40,50,,Female,150,75,6,0,100,50,10000,30,100000,6,Earth-616
8712,Good,Captain America,100,25,,,140,70,2,0,20,25,958,35,159789,1,MAU
8713,Good,Captain America,100,25,,,140,70,2,0,20,25,958,35,159789,1,MAU
8714,Good,Captain America,100,25,,,140,70,2,0,20,25,958,35,159789,1,MAU
8715,Good,Buzzshock,50,40,,Male,110,55,2,0,45,25,110,1,100,1,
8716,,Alioth,30,100,,,100,50,6,0,100,100,1000000000,100,1000000000,7,Earth-616
8717,,Alioth,30,100,,,100,50,6,0,100,100,1000000000,100,1000000000,7,Earth-616
8718,,Alioth,30,100,,,100,50,6,0,100,100,1000000000,100,1000000000,7,Earth-616
8719,Neutral,Answer,40,9,,Male,89,45,1,0,20,19,35,1,125,1,Earth-616
8720,Neutral,Answer,40,9,,Male,89,45,1,0,20,19,35,1,125,1,Earth-616
8721,Good,Arno Dorian,70,10,Arno Victor Dorian,Male,120,60,1,0,15,8,15,1,150,1,AC
8722,Good,Arno Dorian,70,10,Arno Victor Dorian,Male,120,60,1,0,15,8,15,1,150,1,AC
8723,Good,Black Lantern,60,100,,Male,150,75,6,0,100,100,1000000000,100,1000000000,7,Prime Earth
8724,Good,Black Lantern,60,100,,Male,150,75,6,0,100,100,1000000000,100,1000000000,7,Prime Earth
8725,Good,Black Lantern,60,100,,Male,150,75,6,0,100,100,1000000000,100,1000000000,7,Prime Earth
8726,Good,Aquaman,50,30,,Male,120,60,2,0,40,25,100,55,1100000,3,DCUAOM
8727,Good,Aquaman,50,30,,Male,120,60,3,0,40,25,100,55,1100000,3,DCUAOM
8728,Good,Agamotto,90,100,,Male,190,95,6,0,100,100,1000000000,100,1000000000,8,Earth-616
8729,Good,Agamotto,90,100,,Male,190,95,6,0,100,100,1000000000,100,1000000000,8,Earth-616
8730,Bad,Buutenks,100,85,,Male,160,80,4,0,65,90,630000000,100,1000000000,5,DB
8731,Bad,Buutenks,100,85,,Male,160,80,5,0,65,90,630000000,100,1000000000,5,DB
8732,Bad,Buutenks,100,85,,Male,160,80,5,0,65,90,630000000,100,1000000000,5,DB
8733,Good,Absorbing Man,50,35,Carl Creel,Male,110,55,2,0,50,11,20,25,1000,1,MCU
8734,Good,Absorbing Man,50,35,Carl Creel,Male,110,55,2,0,50,11,20,25,1000,1,MCU
8735,Bad,Black Lantern,90,100,,-,160,80,6,0,100,100,1000000000,100,1000000000,6,
8736,,Captain Universe,65,95,,,180,90,5,0,100,100,1000000000,100,1000000000,7,Earth-616
8737,,Captain Universe,65,95,,,180,90,6,0,100,100,1000000000,100,1000000000,7,Earth-616
8738,Good,C.C.,55,15,,Female,145,75,2,0,50,35,3430,25,2000,1,Code Geass
8739,Good,C.C.,55,15,,Female,145,75,2,0,50,35,3430,25,2000,1,Code Geass
8740,Good,C.C.,55,15,,Female,145,75,2,0,50,35,3430,25,2000,1,Code Geass
8741,Good,Cable,100,85,Nathan Christopher Charles Summers Dayspring,Male,169,85,3,0,65,80,300000000,30,100000,5,Earth-616
8742,Good,Cable,100,85,Nathan Christopher Charles Summers Dayspring,Male,169,85,4,0,65,80,300000000,30,100000,5,Earth-616
8743,Good,Cable,100,85,Nathan Christopher Charles Summers Dayspring,Male,169,85,4,0,65,80,300000000,30,100000,5,Earth-616
8744,Bad,Amycus Carrow,45,10,,Male,110,55,2,0,40,1,7,1,100,2,
8745,Bad,Amycus Carrow,45,10,,Male,110,55,3,0,40,1,7,1,100,2,
8746,Bad,Amycus Carrow,45,10,,Male,110,55,3,0,40,1,7,1,100,2,
8747,Bad,Absorbing Man (Cosmic Cube),60,100,,Male,80,40,6,0,100,100,1000000000,100,1000000000,6,Earth-616
8748,Bad,Absorbing Man (Cosmic Cube),60,100,,Male,80,40,6,0,100,100,1000000000,100,1000000000,7,Earth-616
8749,Good,Agent Anti-Venom,90,35,,Male,140,70,2,0,65,35,3500,55,1100000,2,Earth-616
8750,Good,Agent Anti-Venom,90,35,,Male,140,70,2,0,65,35,3500,55,1100000,2,Earth-616
8751,Good,Aladdin,90,100,,Male,200,100,5,0,100,100,1000000000,75,10000000,6,Magi
8752,Good,Aladdin,90,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,Magi
8753,Good,Aladdin,90,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,Magi
8754,Good,Cardinal,50,10,,Male,110,55,2,0,50,8,15,1,150,2,Earth-TRN756
8755,Good,Cardinal,50,10,,Male,110,55,2,0,50,8,15,1,150,2,Earth-TRN756
8756,Good,Cardinal,50,10,,Male,110,55,2,0,50,8,15,1,150,2,Earth-TRN756
8757,Bad,All For One,90,35,,Male,150,75,3,0,90,40,6860,100,1000000000,1,MHA
8758,Good,Black Lightning,70,15,Jefferson Pierce,Male,150,75,2,0,35,11,20,10,400,1,Arrowverse
8759,Good,Black Lightning,70,15,Jefferson Pierce,Male,150,75,2,0,35,11,20,10,400,1,Arrowverse
8760,Good,Black Lightning,70,15,Jefferson Pierce,Male,150,75,2,0,35,11,20,10,400,1,Arrowverse
8761,Good,Atom Eve,30,25,,Female,130,65,2,0,65,25,150,1,50,2,Amazon Invincible
8762,Good,Atom Eve,30,25,,Female,130,65,2,0,65,25,150,1,50,2,Amazon Invincible
8763,Good,Captain America (Fallen Son),70,9,Clinton Barton,Male,100,50,1,0,25,6,10,1,125,1,Earth-616
8764,Good,Captain America (Fallen Son),70,9,Clinton Barton,Male,100,50,1,0,25,6,10,1,125,1,Earth-616
8765,Bad,Black Manta,80,35,,Male,110,55,2,0,20,25,100,25,10000,2,Injustice
8766,Bad,Black Manta,80,35,,Male,110,55,2,0,20,25,100,25,10000,2,Injustice
8767,Bad,Black Manta,80,35,,Male,110,55,2,0,20,25,100,25,10000,2,Injustice
8768,Good,All-father Thor (Fully Odin Force),100,100,Thor Odinson,Male,190,95,6,0,100,100,1000000000,100,1000000000,8,Earth-616
8769,Good,All-father Thor (Fully Odin Force),100,100,Thor Odinson,Male,190,95,6,0,100,100,1000000000,100,1000000000,8,Earth-616
8770,Good,Broder,80,20,,Male,160,80,3,0,50,25,100,1,100,1,Yu-Gi-Oh!
8771,Good,Broder,80,20,,Male,160,80,3,0,50,25,100,1,100,1,Yu-Gi-Oh!
8772,Good,Broder,80,20,,Male,160,80,3,0,50,25,100,1,100,1,Yu-Gi-Oh!
8773,,Agent 47,90,15,,,170,85,2,0,15,25,200,8,300,1,Hitman
8774,,Agent 47,90,15,,,170,85,2,0,15,25,200,8,300,1,Hitman
8775,,Agent 47,90,15,,,170,85,2,0,15,25,200,8,300,1,Hitman
8776,Good,Akuto Sai,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,10,IUND
8777,Good,Akuto Sai,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,10,IUND
8778,Good,Captain America,90,20,,Male,140,70,2,0,20,25,45,25,30000,1,MCU
8779,Good,Captain America,90,20,,Male,140,70,2,0,20,25,45,25,30000,1,MCU
8780,Good,Captain America,90,20,,Male,140,70,2,0,20,25,45,25,30000,1,MCU
8781,Bad,Bushwacker,75,15,,Male,120,60,2,0,35,19,35,13,500,1,Earth-616
8782,Bad,Bushwacker,75,15,,Male,120,60,2,0,35,19,35,13,500,1,Earth-616
8783,Bad,Bushwacker,75,15,,Male,120,60,2,0,35,19,35,13,500,1,Earth-616
8784,Bad,Bridge Worm,15,25,,-,110,55,1,0,10,1,7,25,2000,1,THM
8785,Bad,Bridge Worm,15,25,,-,110,55,1,0,10,1,7,25,2000,1,THM
8786,Bad,Bridge Worm,15,25,,-,110,55,1,0,10,1,7,25,2000,1,THM
8787,Bad,Alien Empera,95,85,,Male,180,90,4,0,100,40,5145,80,250000000,5,USU
8788,Bad,Alien Empera,95,85,,Male,180,90,5,0,100,40,5145,80,250000000,5,USU
8789,Good,Black Knight (Ebony Blade),90,60,,Male,160,80,3,0,90,50,10000,25,1000,5,Earth-616
8790,Good,Black Knight (Ebony Blade),90,60,,Male,160,80,4,0,90,50,10000,25,1000,5,Earth-616
8791,Good,Black Knight (Ebony Blade),90,60,,Male,160,80,4,0,90,50,10000,25,1000,5,Earth-616
8792,Good,Aquaman,50,30,,Male,100,50,2,0,40,30,2000,25,15000,2,Smallville
8793,Good,Aquaman,50,30,,Male,100,50,2,0,40,30,2000,25,15000,2,Smallville
8794,Good,Aquaman,80,30,,Male,110,55,3,0,50,7,12,100,1000000000,4,DCAU
8795,Good,Aquaman,80,30,,Male,110,55,3,0,50,7,12,100,1000000000,4,DCAU
8796,Good,Aether (Divine),70,80,,Male,100,50,3,0,70,80,250000000,75,8000000,5,Genshin Impact
8797,Good,Aether (Divine),70,80,,Male,100,50,4,0,70,80,250000000,75,8000000,5,Genshin Impact
8798,Good,Aether (Divine),70,80,,Male,100,50,4,0,70,80,250000000,75,8000000,5,Genshin Impact
8799,Bad,Alien,60,70,,Other,60,30,2,0,50,25,343,25,9000,1,MK
8800,Bad,Alien,60,70,,Other,60,30,2,0,50,25,343,25,9000,1,MK
8801,Good,Aqualad II,50,30,Jackson Hyde,Male,120,60,2,0,65,25,100,30,75000,3,Prime Earth
8802,Good,Aqualad II,50,30,Jackson Hyde,Male,120,60,2,0,65,25,100,30,75000,3,Prime Earth
8803,Good,Aquaman,70,35,,Male,110,55,3,0,40,100,1000000000,100,1000000000,3,Injustice
8804,Good,Aquaman,70,35,,Male,110,55,3,0,40,100,1000000000,100,1000000000,3,Injustice
8805,Neutral,Broly (Legendary Super Saiyan),100,100,,Male,80,40,6,0,100,100,1000000000,100,1000000000,7,DB
8806,Neutral,Broly (Legendary Super Saiyan),100,100,,Male,80,40,6,0,100,100,1000000000,100,1000000000,7,DB
8807,Neutral,Broly (Legendary Super Saiyan),100,100,,Male,80,40,6,0,100,100,1000000000,100,1000000000,7,DB
8808,,Captain America (Knullified),80,35,,,130,65,2,0,55,20,40,30,120000,2,Earth-616
8809,,Captain America (Knullified),80,35,,,130,65,2,0,55,20,40,30,120000,2,Earth-616
8810,,Captain America (Knullified),80,35,,,130,65,2,0,55,20,40,30,120000,2,Earth-616
8811,Good,Amy Rose,85,60,,Female,140,70,3,0,80,75,100000000,35,200000,4,
8812,Good,Amy Rose,85,60,,Female,140,70,3,0,80,75,100000000,35,200000,4,
8813,Good,Amy Rose,85,60,,Female,140,70,3,0,80,75,100000000,35,200000,4,
8814,Good,Black Lightning,55,10,,Male,130,65,2,0,50,5,9,5,200,1,Young Justice
8815,Good,Black Lightning,55,10,,Male,130,65,2,0,50,5,9,5,200,1,Young Justice
8816,Good,Black Lightning,55,10,,Male,130,65,2,0,50,5,9,5,200,1,Young Justice
8817,Neutral,Caregiver,30,15,,Female,190,95,3,0,60,80,300000000,25,1000,6,
8818,Good,Cabba (Super Saiyan 2),100,95,,Male,140,70,5,0,85,100,1000000000,100,1000000000,6,DB
8819,Good,Cabba (Super Saiyan 2),100,95,,Male,140,70,5,0,85,100,1000000000,100,1000000000,6,DB
8820,Good,Cabba (Super Saiyan 2),100,95,,Male,140,70,5,0,85,100,1000000000,100,1000000000,6,DB
8821,Good,Brok,35,5,,Male,150,75,1,0,40,8,15,9,350,1,GoW
8822,Good,Brok,10,5,,Male,140,70,1,0,5,1,5,1,50,0,GoW
8823,Good,Brok,10,5,,Male,140,70,1,0,5,1,5,1,50,0,GoW
8824,Neutral,Broly (Ikari),60,100,,Male,80,40,5,0,100,100,1000000000,100,1000000000,7,DB
8825,Neutral,Broly (Ikari),60,100,,Male,80,40,5,0,100,100,1000000000,100,1000000000,7,DB
8826,Neutral,Broly (Ikari),60,100,,Male,80,40,5,0,100,100,1000000000,100,1000000000,7,DB
8827,Good,All Might,90,90,-,Male,150,75,3,0,90,50,34300,100,1000000000,3,MHA
8828,Good,All Might,90,90,-,Male,150,75,3,0,90,50,34300,100,1000000000,3,MHA
8829,Bad,Baron Mordo,50,100,,Male,150,75,6,0,100,100,1000000000,100,1000000000,7,Earth-616
8830,Bad,Baron Mordo,50,100,,Male,150,75,6,0,100,100,1000000000,100,1000000000,7,Earth-616
8831,Bad,Black Lantern,50,75,,-,170,85,4,0,80,60,40000000,85,410000000,5,DM
8832,Bad,Black Lantern,50,75,,-,170,85,4,0,80,60,40000000,85,410000000,5,DM
8833,Bad,Black Lantern,50,75,,-,170,85,4,0,80,60,40000000,85,410000000,5,DM
8834,Good,Alistar,35,25,,Male,90,45,1,0,40,6,10,30,60000,1,League Of Legends
8835,Good,Alistar,40,25,,Male,90,45,2,0,40,6,10,30,60000,1,League Of Legends
8836,Good,Alistar,40,25,,Male,90,45,2,0,40,6,10,30,60000,1,League Of Legends
8837,Good,Alita,100,60,,Female,150,75,3,0,75,80,300000000,40,250000,5,Battle Angel Alita
8838,Good,Alita,100,60,,Female,150,75,3,0,75,80,300000000,40,250000,5,Battle Angel Alita
8839,Bad,Brixton Lore,80,12,,Male,120,60,1,0,19,8,15,25,3500,1,
8840,Bad,Brixton Lore,80,12,,Male,120,60,1,0,19,8,15,25,3500,1,
8841,Bad,Brixton Lore,80,12,,Male,120,60,1,0,19,8,15,25,3500,1,
8842,Good,Alison Angel,25,7,,Female,110,55,1,0,1,6,10,1,150,1,BatIMU
8843,Good,Alison Angel,25,7,,Female,110,55,1,0,1,6,10,1,150,1,BatIMU
8844,Neutral,Black Noir,90,20,,Male,120,60,2,0,35,25,45,25,5000,1,The Boys 2019
8845,Neutral,Black Noir,90,20,,Male,120,60,2,0,35,25,45,25,5000,1,The Boys 2019
8846,Neutral,Black Noir,90,20,,Male,120,60,2,0,35,25,45,25,5000,1,The Boys 2019
8847,Bad,Baron Zemo,80,15,Helmut J. Zemo,Male,170,85,1,0,15,25,50,5,200,1,Earth-616
8848,Bad,Baron Zemo,80,15,Helmut J. Zemo,Male,170,85,2,0,15,25,50,5,200,1,Earth-616
8849,,Black Orchid (Witch-Marked),100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Prime Earth
8850,,Black Orchid (Witch-Marked),100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Prime Earth
8851,,Black Orchid (Witch-Marked),100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Prime Earth
8852,,Annie Leonhart,70,20,,Female,130,65,2,0,30,25,100,75,4700000,2,AOT
8853,,Annie Leonhart,70,20,,Female,130,65,2,0,30,25,100,75,4700000,2,AOT
8854,,Annie Leonhart,70,20,,Female,130,65,2,0,30,25,100,75,4700000,2,AOT
8855,Good,Captain Universe,100,100,,Male,180,90,5,0,100,100,1000000000,100,1000000000,7,Earth-13
8856,Good,Captain Universe,100,100,,Male,180,90,5,0,100,100,1000000000,100,1000000000,7,Earth-13
8857,Good,Carina,75,10,,Female,120,60,1,0,5,6,10,1,100,1,Chuck
8858,Good,Carina,75,10,,Female,120,60,1,0,5,6,10,1,100,1,Chuck
8859,Good,Captain America (Worthy),90,35,Steve Rogers,Male,140,70,2,0,65,25,800,55,1000000,2,MCU
8860,Good,Captain America (Worthy),90,35,Steve Rogers,Male,140,70,3,0,65,25,800,55,1000000,2,MCU
8861,Good,Captain America (Worthy),90,35,Steve Rogers,Male,140,70,3,0,65,25,800,55,1000000,2,MCU
8862,Neutral,Black Kyurem,80,100,,-,180,90,6,0,100,100,1000000000,100,1000000000,7,Pokemon
8863,Neutral,Black Kyurem,80,100,,-,180,90,6,0,100,100,1000000000,100,1000000000,7,Pokemon
8864,Neutral,Black Kyurem,80,100,,-,180,90,6,0,100,100,1000000000,100,1000000000,7,Pokemon
8865,Bad,Cackletta,70,85,,Female,120,60,4,0,100,100,1000000000,60,1900000,6,Mario
8866,Bad,Cackletta,70,85,,Female,120,60,5,0,100,100,1000000000,60,1900000,6,Mario
8867,Bad,Cackletta,70,85,,Female,120,60,5,0,100,100,1000000000,60,1900000,6,Mario
8868,Bad,Cadaverous,40,30,,Male,160,80,1,0,40,25,200,30,50000,1,Earth-29320
8869,Bad,Cadaverous,40,30,,Male,160,80,1,0,40,25,200,30,50000,1,Earth-29320
8870,Bad,Cadaverous,40,30,,Male,160,80,1,0,40,25,200,30,50000,1,Earth-29320
8871,Good,Brook,80,40,,Male,110,55,2,0,60,50,300000,25,10000,1,OP
8872,Good,Brook,80,40,,Male,110,55,2,0,60,50,300000,25,10000,1,OP
8873,Good,Brook,80,40,,Male,110,55,2,0,60,50,300000,25,10000,1,OP
8874,-,Bishop,100,75,Lucas Bishop,Male,140,70,3,0,80,40,6000,25,1110,4,MCOC
8875,-,Bishop,100,75,Lucas Bishop,Male,140,70,3,0,80,40,6000,25,1110,4,MCOC
8876,-,Bishop,100,75,Lucas Bishop,Male,140,70,3,0,80,40,6000,25,1110,4,MCOC
8877,Bad,Baron Zemo,70,10,,Male,150,75,1,0,15,10,18,5,200,1,MCU
8878,Bad,Baron Zemo,70,10,,Male,150,75,1,0,15,10,18,5,200,1,MCU
8879,Neutral,Birdo,30,60,,Female,90,45,3,0,50,50,11000,5,200,6,Mario
8880,Neutral,Birdo,30,60,,Female,90,45,3,0,50,50,11000,5,200,6,Mario
8881,Neutral,Birdo,30,60,,Female,90,45,3,0,50,50,11000,5,200,6,Mario
8882,Bad,Carmilla,50,30,,Female,140,70,2,0,40,25,100,25,1000,1,C17S
8883,Bad,Carmilla,50,30,,Female,140,70,2,0,40,25,100,25,1000,1,C17S
8884,Bad,Carmilla,50,30,,Female,140,70,2,0,40,25,100,25,1000,1,C17S
8885,-,Caias,85,100,,-,190,95,6,0,100,100,1000000000,100,1000000000,7,WOD
8886,-,Caias,85,100,,-,190,95,6,0,100,100,1000000000,100,1000000000,7,WOD
8887,-,Caias,85,100,,-,190,95,6,0,100,100,1000000000,100,1000000000,7,WOD
8888,Bad,Captain Boomerang,65,15,,Male,120,60,1,0,15,25,50,5,200,1,Prime Earth
8889,Bad,Captain Boomerang,65,15,,Male,120,60,1,0,15,25,50,5,200,1,Prime Earth
8890,Bad,Captain Boomerang,65,15,,Male,120,60,1,0,15,25,50,5,200,1,Prime Earth
8891,Bad,Brother Mutant (Earth-127),80,60,,,110,55,3,0,100,35,3250,25,1000,5,
8892,Bad,Brother Mutant (Earth-127),80,60,,,110,55,3,0,100,35,3250,25,1000,5,
8893,Bad,Brother Mutant (Earth-127),80,60,,,110,55,3,0,100,35,3250,25,1000,5,
8894,,Ace The Bat-Hound,20,11,,,100,50,1,0,35,8,15,6,230,1,TT
8895,Good,Aloy,75,10,,Female,130,65,1,0,20,6,10,13,500,1,Horizon
8896,Good,Aloy,75,10,,Female,130,65,1,0,20,6,10,13,500,1,Horizon
8897,Good,Aloy,75,10,,Female,130,65,1,0,20,6,10,13,500,1,Horizon
8898,,Caine,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,WOD
8899,,Caine,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,WOD
8900,,Caine,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,WOD
8901,Good,Black Panther,100,75,,Male,170,85,3,0,85,35,3400,80,150000000,4,Earth-41252
8902,Good,Black Panther,100,75,,Male,170,85,3,0,85,35,3400,80,150000000,4,Earth-41252
8903,Good,Black Panther,100,75,,Male,170,85,3,0,85,35,3400,80,150000000,4,Earth-41252
8904,Good,Captain Atom,70,100,Nathaniel Adam,Male,140,70,6,0,100,90,600000000,100,1000000000,7,Prime Earth
8905,Good,Captain Atom,70,100,Nathaniel Adam,Male,140,70,6,0,100,90,600000000,100,1000000000,7,Prime Earth
8906,Good,Captain Atom,70,100,Nathaniel Adam,Male,140,70,6,0,100,90,600000000,100,1000000000,7,Prime Earth
8907,Bad,Anti-Monitor (Anti-life Equation),100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,AU
8908,Bad,Anti-Monitor (Anti-life Equation),100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,AU
8909,Bad,Black Mask,45,5,,Male,125,65,1,0,5,1,4,1,150,1,DCEU
8910,Bad,Black Mask,30,5,,Male,120,60,1,0,5,6,10,1,150,0,DCEU
8911,Bad,Black Mask,30,5,,Male,120,60,1,0,5,6,10,1,150,0,DCEU
8912,,Artemis,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,Nasuverse
8913,,Artemis,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,Nasuverse
8914,,Anti-Matter Man,25,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,AU
8915,,Anti-Matter Man,25,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,AU
8916,,Anti-Matter Man,25,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,AU
8917,Bad,Black Mask,55,10,,Male,140,70,1,0,10,8,15,1,150,1,Prime Earth
8918,Bad,Black Mask,55,10,,Male,140,70,1,0,10,8,15,1,150,1,Prime Earth
8919,Bad,Black Mask,55,10,,Male,140,70,1,0,10,8,15,1,150,1,Prime Earth
8920,Good,Birdperson,50,10,,Male,120,60,1,0,30,25,50,13,500,1,R&M
8921,Good,Birdperson,50,10,,Male,120,60,1,0,30,25,50,13,500,1,R&M
8922,Good,Birdperson,50,10,,Male,120,60,1,0,30,25,50,13,500,1,R&M
8923,Good,Captain America,100,75,,Male,170,85,3,0,85,35,3400,80,140000000,4,Earth-41252
8924,Good,Captain America,100,75,,Male,170,85,3,0,85,35,3400,80,140000000,4,Earth-41252
8925,Good,Captain America,100,75,,Male,170,85,3,0,85,35,3400,80,140000000,4,Earth-41252
8926,Good,All-Father Ultron,80,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-14831
8927,Good,All-Father Ultron,80,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-14831
8928,Bad,Captain America (Cybernetic Zombie),100,20,Steven Rogers,Male,20,10,2,0,40,25,300,25,2000,1,Earth-29320
8929,Bad,Captain America (Cybernetic Zombie),100,20,Steven Rogers,Male,20,10,2,0,40,25,300,25,2000,1,Earth-29320
8930,Bad,Captain America (Cybernetic Zombie),100,20,Steven Rogers,Male,20,10,2,0,40,25,300,25,2000,1,Earth-29320
8931,Neutral,Bronze Tiger,100,12,Benjamin Turner,Male,125,65,1,0,15,10,18,10,400,1,Prime Earth
8932,Neutral,Bronze Tiger,100,12,Benjamin Turner,Male,125,65,1,0,15,10,18,10,400,1,Prime Earth
8933,Neutral,Bronze Tiger,100,12,Benjamin Turner,Male,125,65,1,0,15,10,18,10,400,1,Prime Earth
8934,Good,Aragorn,70,15,,Male,130,65,1,0,10,17,30,10,400,1,Eä
8935,Good,Aragorn,70,15,,Male,130,65,1,0,10,17,30,10,400,1,Eä
8936,Good,Aragorn,70,15,,Male,130,65,1,0,10,17,30,10,400,1,Eä
8937,Good,Cable (Earth-2107),80,15,,Male,120,60,2,0,55,6,10,9,363,2,
8938,Good,Cable (Earth-2107),80,15,,Male,120,60,2,0,55,6,10,9,363,2,
8939,Good,Cable (Earth-2107),80,15,,Male,120,60,2,0,55,6,10,9,363,2,
8940,Good,Black Mage Of Light,75,100,,Male,110,55,6,0,100,100,1000000000,25,1000,7,FF I
8941,Good,Black Mage Of Light,75,100,,Male,110,55,6,0,100,100,1000000000,25,1000,7,FF I
8942,Good,Black Mage Of Light,75,100,,Male,110,55,6,0,100,100,1000000000,25,1000,7,FF I
8943,Bad,Black Manta,60,20,,Male,140,70,2,0,40,25,1029,25,20000,2,DCEU
